Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
37H,PM,10062018,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False
15F,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
24A,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
28D,AM,10122018,Juvenile,Black,False,False,True,False,False,False,False,False,False,False,False,False
19F,PM,10172018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
01D,PM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
36B,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
03B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
08B,PM,10122018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
22H,PM,10072018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
02C,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
04I,AM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
35A,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
02B,AM,10102018,Juvenile,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
04B,PM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
15B,PM,10172018,Unknown,Gray,False,False,True,False,True,False,False,False,False,False,True,False
05F,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
12H,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
02E,PM,10142018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
03E,AM,10062018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
06C,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,True,False,True
19D,PM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
12G,PM,10072018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,False,False
39E,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
30B,PM,10192018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,False,True
09C,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,False,False
15C,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,True,False,False
17A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
37G,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
05E,PM,10122018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True
32C,PM,10132018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,False,False
38E,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
14I,PM,10182018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
36I,PM,10072018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
14A,PM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
38I,AM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
04E,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
15D,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
38E,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
13H,PM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
34I,PM,10102018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
39D,AM,10082018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
03H,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,False,True
38B,AM,10192018,Juvenile,Gray,False,False,False,True,True,False,False,False,True,False,True,False
41C,AM,10172018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,True,False
41A,PM,10072018,Adult,Black,False,False,True,False,False,False,False,False,False,False,False,False
17F,PM,10202018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
20C,PM,10182018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
05A,PM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
03F,AM,10062018,Adult,Cinnamon,False,False,True,True,False,False,False,False,False,False,False,True
01G,AM,10062018,Adult,Black,False,True,False,False,True,False,False,False,False,True,False,False
14D,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
06I,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,True,False
38F,AM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
10C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
10F,PM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
07G,PM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
08B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
40G,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
10I,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
16D,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
16D,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
13G,PM,10082018,Juvenile,Gray,False,False,True,False,True,False,False,False,False,False,True,False
14E,AM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
12F,PM,10072018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
21B,AM,10192018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40A,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
04C,PM,10102018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,True,False
12F,PM,10072018,Adult,Gray,True,True,False,False,True,False,False,True,False,False,True,False
36I,AM,10172018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,False,True
21A,AM,10192018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
03D,PM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
31F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
02B,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
21B,PM,10172018,Juvenile,Cinnamon,False,True,False,False,False,False,True,False,False,False,False,False
29D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
29C,PM,10062018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,False
29C,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
33I,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
02F,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
35C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
05E,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
37G,AM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
41A,PM,10072018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
37G,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
05H,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
20F,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
13A,PM,10142018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
37H,PM,10062018,Unknown,Unknown,False,False,True,False,False,True,False,False,False,False,False,False
36A,PM,10132018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True
35D,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
16D,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
13H,AM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
18F,AM,10142018,Adult,Gray,False,False,False,True,True,False,True,False,False,False,True,False
41C,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
35H,AM,10132018,Adult,Cinnamon,False,False,True,False,False,False,False,False,True,False,False,True
17D,AM,10082018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
13E,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
33A,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
21B,AM,10192018,Juvenile,Gray,False,False,True,True,False,False,False,False,False,False,True,False
11B,AM,10072018,Adult,Gray,False,False,False,True,True,False,False,True,False,True,False,False
39G,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
15E,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
05E,PM,10122018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,True,False,False
05F,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,True,False
35C,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
30B,PM,10192018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,False,True
34I,PM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
10I,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
20G,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
04A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
30E,AM,10082018,Adult,Gray,False,True,False,False,False,True,False,False,False,False,True,False
02A,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,False
18D,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
09H,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
17B,PM,10122018,Adult,Black,True,True,False,False,True,True,True,True,True,False,True,False
06F,PM,10082018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,False
41E,PM,10132018,Adult,Cinnamon,True,False,False,False,True,False,False,False,True,False,True,False
15I,PM,10122018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,False
20F,PM,10072018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,True,False
29D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09F,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
08C,PM,10132018,Unknown,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
20G,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,True,False,False,False,True
13F,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
14F,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
33A,PM,10182018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
36C,PM,10132018,Adult,Gray,False,True,False,True,True,True,True,False,True,False,True,False
35G,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
38D,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
07A,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
04E,PM,10082018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,True,False
04C,PM,10102018,Adult,Gray,False,False,True,False,False,False,True,False,False,False,True,False
38C,AM,10192018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,False,True
37D,AM,10182018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
